,funded_amnt,funded_amnt_inv,loan_amnt,loan_status,title,dti,zip_code,addr_state,emp_length,policy_code
446910,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,11.79,282xx,NC,6 years,1.0
1897356,15000.0,15000.0,15000.0,Charged Off,personal,23.7,940xx,CA,9 years,1.0
508938,20000.0,20000.0,20000.0,Current,Debt consolidation,11.93,339xx,FL,,1.0
704443,14000.0,14000.0,14000.0,Charged Off,Debt consolidation,22.86,420xx,KY,7 years,1.0
1820424,12700.0,12700.0,12700.0,Fully Paid,On The Way to Freedom,32.89,278xx,NC,9 years,1.0
1689625,15000.0,15000.0,15000.0,Current,Debt consolidation,5.32,972xx,OR,10+ years,1.0
521976,4000.0,4000.0,4000.0,Current,Credit card refinancing,4.5,191xx,PA,10+ years,1.0
2042215,10000.0,10000.0,10000.0,Current,Credit card refinancing,14.31,103xx,NY,10+ years,1.0
1084312,16000.0,16000.0,16000.0,Current,Debt consolidation,24.2,870xx,NM,4 years,1.0
1830734,8325.0,8325.0,8325.0,Fully Paid,Consolidation,13.52,810xx,CO,5 years,1.0
1558123,5000.0,5000.0,5000.0,Current,Home improvement,11.6,103xx,NY,10+ years,1.0
1546712,38000.0,38000.0,38000.0,Current,Debt consolidation,11.99,921xx,CA,5 years,1.0
1687985,10000.0,10000.0,10000.0,Fully Paid,Home improvement,21.6,018xx,MA,8 years,1.0
1754635,6400.0,6400.0,6400.0,Fully Paid,HOME IMPROVEMENT,5.82,925xx,CA,10+ years,1.0
2064924,1200.0,1200.0,1200.0,Current,Credit card refinancing,20.93,382xx,TN,3 years,1.0
1407067,5000.0,5000.0,5000.0,Current,Other,10.2,088xx,NJ,,1.0
1170404,9000.0,9000.0,9000.0,Charged Off,Debt consolidation,10.17,070xx,NJ,< 1 year,1.0
1292983,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,3.51,910xx,CA,10+ years,1.0
1251157,12500.0,12500.0,12500.0,Fully Paid,Credit card refinancing,13.34,490xx,MI,10+ years,1.0
26657,30000.0,30000.0,30000.0,Fully Paid,Debt consolidation,29.11,410xx,KY,10+ years,1.0
113882,5000.0,5000.0,5000.0,Fully Paid,Credit card refinancing,33.47,786xx,TX,8 years,1.0
1781757,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,17.17,080xx,NJ,10+ years,1.0
1629715,8000.0,8000.0,8000.0,Fully Paid,lt1,16.76,752xx,TX,< 1 year,1.0
2006024,18075.0,18075.0,18075.0,Current,Debt consolidation,25.02,853xx,AZ,10+ years,1.0
2061021,5500.0,5475.0,5500.0,Current,Debt consolidation,14.77,834xx,ID,,1.0
2128242,8500.0,8500.0,8500.0,Current,Credit card refinancing,19.82,347xx,FL,8 years,1.0
15184,33000.0,32950.0,33000.0,Current,Debt consolidation,30.41,350xx,AL,< 1 year,1.0
74226,15600.0,15600.0,15600.0,Fully Paid,Credit card refinancing,6.41,194xx,PA,< 1 year,1.0
1244073,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,19.63,601xx,IL,,1.0
957660,13100.0,13100.0,13100.0,Fully Paid,Debt consolidation,22.7,906xx,CA,10+ years,1.0
1296733,28000.0,28000.0,28000.0,Fully Paid,Debt consolidation,22.34,363xx,AL,4 years,1.0
665268,10000.0,10000.0,10000.0,Current,Major purchase,11.65,073xx,NJ,10+ years,1.0
287208,8900.0,8900.0,8900.0,Fully Paid,Debt consolidation,8.82,232xx,VA,10+ years,1.0
1822581,29175.0,29175.0,29175.0,Fully Paid,Lending loan,12.95,847xx,UT,6 years,1.0
232699,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,20.62,900xx,CA,10+ years,1.0
628237,24000.0,24000.0,24000.0,Current,Debt consolidation,10.65,926xx,CA,5 years,1.0
938919,18000.0,18000.0,18000.0,Charged Off,Debt consolidation,11.34,151xx,PA,5 years,1.0
118182,12550.0,12550.0,12550.0,Fully Paid,Debt consolidation,9.61,741xx,OK,10+ years,1.0
1976852,29900.0,29900.0,29900.0,Fully Paid,Home improvement,14.84,292xx,SC,10+ years,1.0
779325,5000.0,5000.0,5000.0,Current,Credit card refinancing,10.31,750xx,TX,4 years,1.0
428067,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,10.37,958xx,CA,5 years,1.0
218948,27000.0,27000.0,27000.0,Charged Off,Debt consolidation,19.58,427xx,KY,8 years,1.0
943141,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,5.63,852xx,AZ,4 years,1.0
1943089,7000.0,7000.0,7000.0,Current,Other,20.7,606xx,IL,3 years,1.0
778118,15000.0,15000.0,15000.0,Current,Debt consolidation,6.99,483xx,MI,9 years,1.0
530260,16000.0,16000.0,16000.0,Current,Home improvement,11.09,933xx,CA,5 years,1.0
2038005,19200.0,19200.0,19200.0,Current,Home improvement,12.08,066xx,CT,6 years,1.0
1117561,5375.0,5375.0,5375.0,Fully Paid,Debt consolidation,19.95,972xx,OR,10+ years,1.0
719992,24000.0,24000.0,24000.0,Charged Off,Credit card refinancing,5.3,910xx,CA,3 years,1.0
1124914,11200.0,11200.0,11200.0,Charged Off,Debt consolidation,21.1,113xx,NY,2 years,1.0
941695,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,16.04,180xx,PA,8 years,1.0
221511,19200.0,19200.0,19200.0,Fully Paid,Credit card refinancing,31.44,907xx,CA,10+ years,1.0
923111,10000.0,10000.0,10000.0,Current,Debt consolidation,30.57,140xx,NY,,1.0
2210409,20300.0,20300.0,20300.0,Current,Credit card refinancing,15.54,945xx,CA,7 years,1.0
1746985,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,13.1,028xx,RI,10+ years,1.0
718023,20575.0,20575.0,20575.0,Current,,27.47,302xx,GA,,1.0
1675809,16000.0,16000.0,16000.0,Current,Credit card refinancing,11.76,984xx,WA,5 years,1.0
741898,30000.0,30000.0,30000.0,Charged Off,Debt consolidation,34.12,134xx,NY,10+ years,1.0
619194,25500.0,25500.0,25500.0,Fully Paid,Debt consolidation,30.53,355xx,AL,10+ years,1.0
6198,20225.0,20225.0,20225.0,Fully Paid,Debt consolidation,22.75,010xx,MA,10+ years,1.0
1027000,3500.0,3500.0,3500.0,Charged Off,Debt consolidation,9.94,750xx,TX,10+ years,1.0
622141,15000.0,15000.0,15000.0,Current,Other,29.92,913xx,CA,< 1 year,1.0
1124202,13500.0,13500.0,13500.0,Fully Paid,Debt consolidation,15.32,922xx,CA,10+ years,1.0
1246841,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,11.31,740xx,OK,10+ years,1.0
107663,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,6.77,801xx,CO,2 years,1.0
589331,4000.0,4000.0,4000.0,Current,Credit card refinancing,8.1,212xx,MD,,1.0
1542622,24000.0,24000.0,24000.0,Current,Debt consolidation,27.25,836xx,ID,10+ years,1.0
244984,6000.0,6000.0,6000.0,Charged Off,Debt consolidation,14.99,956xx,CA,10+ years,1.0
1956406,40000.0,39950.0,40000.0,Fully Paid,Debt consolidation,24.64,356xx,AL,9 years,1.0
361648,25300.0,25300.0,25300.0,Current,Credit card refinancing,7.1,325xx,FL,1 year,1.0
330952,18000.0,18000.0,18000.0,Fully Paid,Credit card refinancing,24.19,108xx,NY,10+ years,1.0
205991,4000.0,4000.0,4000.0,Fully Paid,Home improvement,25.27,611xx,IL,8 years,1.0
2114610,30000.0,30000.0,30000.0,Fully Paid,Home improvement,5.55,341xx,FL,4 years,1.0
1292774,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,20.94,960xx,CA,10+ years,1.0
1212565,10000.0,9975.0,10000.0,Charged Off,Debt consolidation,4.02,905xx,CA,< 1 year,1.0
501202,7000.0,7000.0,7000.0,Fully Paid,Credit card refinancing,10.23,021xx,MA,< 1 year,1.0
173896,7500.0,7500.0,7500.0,Fully Paid,Other,12.03,331xx,FL,4 years,1.0
1665996,30000.0,30000.0,30000.0,Current,Debt consolidation,25.61,463xx,IN,10+ years,1.0
782128,7000.0,7000.0,7000.0,Current,Debt consolidation,6.2,240xx,VA,< 1 year,1.0
1056734,4950.0,4950.0,4950.0,Fully Paid,Business,8.17,305xx,GA,1 year,1.0
253916,10575.0,10550.0,10575.0,Fully Paid,Debt consolidation,36.46,330xx,FL,4 years,1.0
733431,10500.0,10500.0,10500.0,Fully Paid,Credit card refinancing,32.69,021xx,MA,1 year,1.0
1629083,30000.0,30000.0,30000.0,Fully Paid,REMODEL,13.23,606xx,IL,4 years,1.0
226961,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,16.78,325xx,FL,9 years,1.0
1560536,20000.0,20000.0,20000.0,Current,Debt consolidation,33.15,440xx,OH,3 years,1.0
1265440,5200.0,5200.0,5200.0,Fully Paid,Home improvement,24.79,852xx,AZ,10+ years,1.0
738920,28500.0,28500.0,28500.0,Charged Off,Debt consolidation,12.06,441xx,OH,7 years,1.0
1951183,3000.0,3000.0,3000.0,Current,Home improvement,26.72,145xx,NY,,1.0
570627,20500.0,20500.0,20500.0,Late (31-120 days),Other,11.73,688xx,NE,10+ years,1.0
404327,11650.0,11650.0,11650.0,Current,Debt consolidation,19.79,315xx,GA,,1.0
248865,16000.0,16000.0,16000.0,Current,Debt consolidation,20.03,776xx,TX,< 1 year,1.0
1574750,10000.0,10000.0,10000.0,Charged Off,Vacation,28.81,200xx,DC,8 years,1.0
1204119,30000.0,29900.0,30000.0,Fully Paid,Debt consolidation,12.76,800xx,CO,3 years,1.0
1681714,16000.0,16000.0,16000.0,Fully Paid,Credit card refinancing,13.35,941xx,CA,< 1 year,1.0
826019,10000.0,10000.0,10000.0,Current,Credit card refinancing,22.36,294xx,SC,10+ years,1.0
1054274,1000.0,1000.0,1000.0,Fully Paid,Other,8.64,275xx,NC,3 years,1.0
604630,5600.0,5600.0,5600.0,Fully Paid,Home improvement,34.27,150xx,PA,< 1 year,1.0
1586449,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,20.58,977xx,OR,< 1 year,1.0
1049913,7000.0,7000.0,7000.0,Fully Paid,Debt consolidation,14.72,219xx,MD,10+ years,1.0
1548049,5500.0,5500.0,5500.0,Current,Major purchase,3.96,333xx,FL,3 years,1.0
411935,22750.0,22750.0,22750.0,Charged Off,Debt consolidation,11.0,672xx,KS,3 years,1.0
1034167,6000.0,6000.0,6000.0,Fully Paid,Other,5.1,206xx,MD,9 years,1.0
476892,10000.0,10000.0,10000.0,Current,Debt consolidation,26.21,201xx,VA,3 years,1.0
988799,6000.0,6000.0,6000.0,Fully Paid,Debt consolidation,17.88,606xx,IL,,1.0
2208297,28000.0,28000.0,28000.0,Fully Paid,Debt consolidation,11.14,018xx,MA,1 year,1.0
519914,40000.0,40000.0,40000.0,Current,Major purchase,6.2,980xx,WA,2 years,1.0
467636,20000.0,20000.0,20000.0,Current,Debt consolidation,31.24,483xx,MI,5 years,1.0
334037,9600.0,9600.0,9600.0,Fully Paid,Debt consolidation,8.12,951xx,CA,5 years,1.0
1398340,12000.0,12000.0,12000.0,Current,Debt consolidation,24.08,275xx,NC,4 years,1.0
1462651,8000.0,8000.0,8000.0,Current,Debt consolidation,15.48,980xx,WA,10+ years,1.0
1136304,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,15.78,968xx,HI,5 years,1.0
1128572,15000.0,15000.0,15000.0,Current,Debt consolidation,29.51,750xx,TX,10+ years,1.0
118796,20000.0,20000.0,20000.0,Charged Off,Credit card refinancing,23.65,714xx,LA,1 year,1.0
423034,4800.0,4800.0,4800.0,Current,Home improvement,8.56,856xx,AZ,2 years,1.0
1009884,9350.0,9350.0,9350.0,Fully Paid,Debt consolidation,36.44,923xx,CA,6 years,1.0
1774346,16000.0,16000.0,16000.0,Fully Paid,CONSOLE,26.6,757xx,TX,5 years,1.0
1802855,35000.0,34975.0,35000.0,Charged Off,credit consolidating,17.08,115xx,NY,10+ years,1.0
390293,8000.0,8000.0,8000.0,Fully Paid,Debt consolidation,28.41,531xx,WI,< 1 year,1.0
2172028,10000.0,10000.0,10000.0,Fully Paid,Home improvement,7.15,336xx,FL,8 years,1.0
163637,34000.0,33950.0,34000.0,Charged Off,Debt consolidation,20.85,786xx,TX,10+ years,1.0
1250426,24500.0,24500.0,24500.0,Fully Paid,Debt consolidation,5.91,114xx,NY,8 years,1.0
744990,25500.0,25500.0,25500.0,Current,Credit card refinancing,14.83,943xx,CA,3 years,1.0
538174,9400.0,9400.0,9400.0,Current,Debt consolidation,11.86,850xx,AZ,2 years,1.0
556225,14000.0,14000.0,14000.0,Fully Paid,Credit card refinancing,1.8,612xx,IL,< 1 year,1.0
1984016,9050.0,9050.0,9050.0,Current,Debt consolidation,21.5,333xx,FL,< 1 year,1.0
2163312,18975.0,18975.0,18975.0,Current,Debt consolidation,3.47,995xx,AK,10+ years,1.0
13986,12000.0,12000.0,12000.0,Current,Credit card refinancing,16.59,445xx,OH,8 years,1.0
813861,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,27.57,358xx,AL,,1.0
248404,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,13.86,934xx,CA,10+ years,1.0
8615,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,6.56,951xx,TX,1 year,1.0
1840516,6000.0,6000.0,6000.0,Fully Paid,Debt consolidation,22.26,276xx,NC,7 years,1.0
504307,16000.0,16000.0,16000.0,Current,Home improvement,27.55,273xx,NC,10+ years,1.0
1025950,9600.0,9425.0,9600.0,Charged Off,Debt consolidation,19.19,608xx,IL,7 years,1.0
1328587,16850.0,16850.0,16850.0,Fully Paid,Major purchase,19.05,773xx,TX,10+ years,1.0
226219,14450.0,14450.0,14450.0,Fully Paid,Credit card refinancing,16.46,077xx,NJ,< 1 year,1.0
696746,6000.0,6000.0,6000.0,Fully Paid,Car financing,12.0,749xx,OK,9 years,1.0
1023814,18000.0,18000.0,18000.0,Fully Paid,Home improvement,25.93,936xx,CA,10+ years,1.0
1318826,6050.0,6050.0,6050.0,Charged Off,Credit card refinancing,19.89,851xx,AZ,9 years,1.0
1406634,15600.0,15600.0,15600.0,Current,Debt consolidation,37.92,212xx,MD,,1.0
502993,9600.0,9600.0,9600.0,Fully Paid,Credit card refinancing,21.77,080xx,NJ,2 years,1.0
1037007,35000.0,35000.0,35000.0,Fully Paid,,2.52,951xx,CA,9 years,1.0
1284184,20125.0,20125.0,20125.0,Charged Off,Debt consolidation,13.48,805xx,CO,6 years,1.0
955188,2400.0,2400.0,2400.0,Current,Debt consolidation,5.29,900xx,CA,3 years,1.0
1910454,7500.0,7500.0,7500.0,Fully Paid,debt consolidation,12.83,847xx,UT,8 years,1.0
1466348,16000.0,16000.0,16000.0,Current,Debt consolidation,34.63,335xx,FL,3 years,1.0
1080624,28800.0,28800.0,28800.0,Current,Debt consolidation,12.75,190xx,PA,,1.0
1961859,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,33.94,780xx,TX,1 year,1.0
1855492,20000.0,20000.0,20000.0,Charged Off,Debt and medical bills ,14.48,210xx,MD,2 years,1.0
1280651,18500.0,18500.0,18500.0,Charged Off,Debt consolidation,19.53,840xx,UT,2 years,1.0
1753377,5000.0,5000.0,5000.0,Fully Paid,Motorcycle,2.8,928xx,CA,9 years,1.0
1404295,5000.0,5000.0,5000.0,Current,Debt consolidation,26.12,670xx,KS,10+ years,1.0
415936,35000.0,34975.0,35000.0,Fully Paid,Debt consolidation,19.72,913xx,CA,10+ years,1.0
1788536,31050.0,31050.0,31050.0,Fully Paid,Debt consolidation,25.56,471xx,IN,10+ years,1.0
1648077,10000.0,9700.0,10000.0,Fully Paid,Personal loan,12.56,243xx,VA,10+ years,1.0
1071973,6025.0,6025.0,6025.0,Fully Paid,Other,17.96,020xx,MA,10+ years,1.0
1671430,16800.0,16800.0,16800.0,Fully Paid,Debt consolidation,25.31,200xx,DC,4 years,1.0
1491068,10000.0,10000.0,10000.0,Current,Credit card refinancing,21.6,928xx,CA,< 1 year,1.0
411916,28000.0,28000.0,28000.0,Fully Paid,Debt consolidation,4.8,750xx,TX,10+ years,1.0
2130,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,12.29,144xx,NY,10+ years,1.0
249601,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,36.05,280xx,NC,7 years,1.0
1875735,24000.0,23975.0,24000.0,Fully Paid,Consolidated Loan,21.73,333xx,FL,7 years,1.0
1523976,20000.0,20000.0,20000.0,Current,Debt consolidation,24.37,945xx,CA,2 years,1.0
737365,35000.0,35000.0,35000.0,Current,Debt consolidation,7.73,432xx,OH,6 years,1.0
656432,4300.0,4300.0,4300.0,Fully Paid,Debt consolidation,4.48,342xx,FL,2 years,1.0
1285256,18000.0,18000.0,18000.0,Fully Paid,Credit card refinancing,17.59,731xx,OK,1 year,1.0
911299,2200.0,2200.0,2200.0,Current,Vacation,31.7,806xx,CO,,1.0
107189,10300.0,10300.0,10300.0,Charged Off,Credit card refinancing,17.86,542xx,WI,10+ years,1.0
1149617,24925.0,24925.0,24925.0,Fully Paid,Debt consolidation,15.07,761xx,TX,10+ years,1.0
246540,28000.0,28000.0,28000.0,Charged Off,Debt consolidation,31.46,761xx,TX,10+ years,1.0
764124,18000.0,18000.0,18000.0,Current,Debt consolidation,5.35,359xx,AL,3 years,1.0
2043923,40000.0,40000.0,40000.0,Current,Debt consolidation,18.15,285xx,NC,10+ years,1.0
184384,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,13.03,608xx,IL,1 year,1.0
1284641,7000.0,7000.0,7000.0,Fully Paid,Credit card refinancing,12.37,114xx,NY,< 1 year,1.0
1225814,4800.0,4800.0,4800.0,Fully Paid,Debt consolidation,24.77,135xx,NY,10+ years,1.0
101396,18000.0,18000.0,18000.0,Charged Off,Credit card refinancing,4.3,112xx,NY,10+ years,1.0
480684,11000.0,11000.0,11000.0,Current,Credit card refinancing,5.29,658xx,MO,2 years,1.0
2095319,25900.0,25900.0,25900.0,Current,Debt consolidation,22.58,554xx,MN,8 years,1.0
1916037,7000.0,7000.0,7000.0,Fully Paid,Personal Loan,16.66,021xx,MA,5 years,1.0
2243026,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,8.77,913xx,CA,10+ years,1.0
470348,20000.0,20000.0,20000.0,Current,Other,26.98,331xx,FL,9 years,1.0
369661,24000.0,24000.0,24000.0,Fully Paid,Credit card refinancing,18.91,972xx,OR,2 years,1.0
779154,25000.0,25000.0,25000.0,Current,Debt consolidation,36.19,640xx,MO,4 years,1.0
1235089,5800.0,5800.0,5800.0,Fully Paid,Debt consolidation,16.37,068xx,CT,6 years,1.0
818988,8000.0,8000.0,8000.0,Current,Home improvement,26.21,883xx,NM,1 year,1.0
602042,15000.0,15000.0,15000.0,Charged Off,Debt consolidation,13.67,950xx,CA,10+ years,1.0
2257061,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,17.24,761xx,TX,10+ years,1.0
1891149,16800.0,16750.0,16800.0,Fully Paid,Debt Consolidation,21.14,986xx,WA,6 years,1.0
1356840,8000.0,8000.0,8000.0,Current,Credit card refinancing,12.39,191xx,PA,4 years,1.0
558399,10000.0,10000.0,10000.0,Current,Credit card refinancing,32.78,481xx,MI,2 years,1.0
1763460,10000.0,10000.0,10000.0,Fully Paid,credit pay off,19.14,912xx,CA,1 year,1.0
1274399,34025.0,34025.0,34025.0,Charged Off,Major purchase,23.13,857xx,AZ,6 years,1.0
1069875,9050.0,9050.0,9050.0,Fully Paid,Debt consolidation,17.26,601xx,IL,3 years,1.0
1946411,5000.0,5000.0,5000.0,Charged Off,Debt consolidation,18.0,981xx,WA,4 years,1.0
919041,2400.0,2400.0,2400.0,Fully Paid,Debt consolidation,10.2,150xx,PA,10+ years,1.0
514295,1000.0,1000.0,1000.0,Current,Credit card refinancing,29.21,330xx,FL,10+ years,1.0
1284178,16500.0,16500.0,16500.0,Fully Paid,Debt consolidation,30.46,074xx,NJ,3 years,1.0
15311,12800.0,12800.0,12800.0,Fully Paid,Debt consolidation,12.25,363xx,AL,10+ years,1.0
1277576,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,14.98,381xx,TN,1 year,1.0
1694167,13200.0,13200.0,13200.0,Fully Paid,Debt consolidation,18.4,347xx,FL,1 year,1.0
802571,7625.0,7625.0,7625.0,Current,Debt consolidation,21.87,465xx,IN,,1.0
467618,15000.0,15000.0,15000.0,Current,Debt consolidation,11.97,549xx,WI,10+ years,1.0
2004545,9000.0,9000.0,9000.0,Fully Paid,Debt consolidation,7.29,805xx,CO,10+ years,1.0
289202,16000.0,16000.0,16000.0,Fully Paid,Home buying,8.03,458xx,OH,< 1 year,1.0
1376206,40000.0,40000.0,40000.0,Current,Credit card refinancing,52.3,898xx,NV,6 years,1.0
550805,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,8.23,908xx,CA,< 1 year,1.0
914976,2200.0,2200.0,2200.0,Current,Medical expenses,41.3,750xx,TX,6 years,1.0
31411,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,3.24,100xx,NY,4 years,1.0
299371,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,14.47,957xx,CA,< 1 year,1.0
603910,25000.0,25000.0,25000.0,Current,Debt consolidation,16.18,891xx,NV,10+ years,1.0
264890,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,28.8,430xx,OH,5 years,1.0
623349,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,18.48,015xx,MA,4 years,1.0
1289341,1500.0,1500.0,1500.0,Fully Paid,Other,33.08,028xx,RI,4 years,1.0
330984,17100.0,17100.0,17100.0,Charged Off,Home improvement,33.91,329xx,FL,,1.0
1302873,4000.0,4000.0,4000.0,Fully Paid,Car financing,26.41,492xx,MI,10+ years,1.0
330483,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,33.81,630xx,MO,3 years,1.0
1922208,22000.0,22000.0,22000.0,Fully Paid,Debt Consolidation Loan,8.63,069xx,CT,1 year,1.0
522620,3000.0,3000.0,3000.0,Current,Major purchase,16.91,296xx,SC,10+ years,1.0
2245121,25000.0,25000.0,25000.0,Current,Home improvement,17.28,339xx,FL,8 years,1.0
208397,6000.0,6000.0,6000.0,Charged Off,Major purchase,23.46,800xx,CO,4 years,1.0
1715934,21000.0,21000.0,21000.0,Current,Credit card refinancing,53.71,721xx,AR,10+ years,1.0
1798206,22000.0,22000.0,22000.0,Fully Paid,Debt consolidation,23.27,160xx,PA,3 years,1.0
1337492,18000.0,17975.0,18000.0,Fully Paid,Debt consolidation,34.64,982xx,WA,10+ years,1.0
1111939,13000.0,13000.0,13000.0,Fully Paid,Debt consolidation,23.43,028xx,RI,6 years,1.0
2111325,10500.0,10500.0,10500.0,Fully Paid,Debt consolidation,7.09,553xx,MN,5 years,1.0
226906,3000.0,3000.0,3000.0,Fully Paid,Credit card refinancing,10.75,606xx,IL,2 years,1.0
487943,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,25.62,212xx,MD,5 years,1.0
933280,17000.0,16750.0,17000.0,Current,Debt consolidation,20.03,782xx,TX,10+ years,1.0
1620484,15000.0,14700.0,15000.0,Charged Off,debt consolidation,7.44,917xx,CA,5 years,1.0
2121210,8000.0,8000.0,8000.0,Current,Debt consolidation,18.16,132xx,NY,4 years,1.0
2144274,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,7.1,945xx,CA,1 year,1.0
1775563,10000.0,10000.0,10000.0,Fully Paid,debt consolidation,34.48,373xx,TN,,1.0
1340197,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,17.8,790xx,TX,3 years,1.0
949416,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,12.38,925xx,CA,10+ years,1.0
412259,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,5.19,212xx,MD,4 years,1.0
1587460,8000.0,8000.0,8000.0,Current,Major purchase,13.45,495xx,MI,6 years,1.0
449008,20000.0,20000.0,20000.0,Current,Debt consolidation,31.12,606xx,IL,5 years,1.0
197083,15000.0,15000.0,15000.0,Current,Other,7.91,071xx,NJ,10+ years,1.0
1221154,8675.0,8675.0,8675.0,Fully Paid,Debt consolidation,17.02,708xx,LA,< 1 year,1.0
1476065,5500.0,5500.0,5500.0,Current,Credit card refinancing,6.94,066xx,CT,8 years,1.0
1755640,15000.0,15000.0,15000.0,Fully Paid,Debt Con,25.44,231xx,VA,10+ years,1.0
355661,24000.0,23975.0,24000.0,Fully Paid,Other,16.73,895xx,NV,10+ years,1.0
1280759,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,23.67,445xx,OH,,1.0
352365,4000.0,4000.0,4000.0,Fully Paid,Debt consolidation,15.26,662xx,KS,8 years,1.0
1644196,12500.0,12451.477487506472,12500.0,Fully Paid,Consolidation,0.64,300xx,GA,5 years,1.0
369206,9450.0,9450.0,9450.0,Fully Paid,Debt consolidation,14.05,863xx,AZ,4 years,1.0
966325,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,26.29,722xx,AR,3 years,1.0
1304908,10000.0,9975.0,10000.0,Current,Credit card refinancing,13.66,751xx,TX,10+ years,1.0
363921,21000.0,21000.0,21000.0,Fully Paid,Credit card refinancing,16.77,928xx,CA,10+ years,1.0
1471332,22000.0,22000.0,22000.0,Current,Debt consolidation,18.42,214xx,MD,2 years,1.0
292851,16100.0,16100.0,16100.0,Charged Off,Debt consolidation,34.67,184xx,PA,3 years,1.0
